,Name,dist_obj
539,q3680,[]
540,q3681,[]
541,q3682,[]
542,q3683,[]
543,q3684,[]
544,q3686,[]
545,q3687,['K03UT1W']
546,q3688,[]
547,q3689,[]
548,q3690,[]
549,q3691,[]
550,q3692,[]
551,q3693,[]
552,q3695,[]
553,q3696,[]
554,q3697,[]
555,q3698,[]
556,q3699,[]
557,q3700,[]
558,q3701,[]
559,q3702,[]
560,q3703,[]
561,q3704,[]
562,q3705,[]
563,q3706,[]
564,q3708,[]
565,q3709,[]
566,q3710,[]
567,q3711,[]
568,q3712,[]
569,q3713,[]
570,q3714,[]
571,q3715,['K01FJ3D']
572,q3716,[]
573,q3717,[]
574,q3718,[]
575,q3719,[]
576,q3720,[]
577,q3721,['J99K16T']
578,q3722,[]
579,q3723,"['J99D08L', 'K00GE6Y', 'K00P30B', 'K01DA6S', 'K02CF4R', 'K03Q91L', 'K15VH3A']"
580,q3724,[]
581,q3725,[]
582,q3726,[]
583,q3727,[]
584,q3729,[]
585,q3730,[]
586,q3731,[]
587,q3733,[]
588,q3734,['K00Sb0X']
589,q3735,[]
590,q3736,[]
591,q3738,[]
592,q3739,[]
593,q3740,[]
594,q3741,[]
595,q3742,[]
596,q3743,[]
597,q3744,['K04XI6X']
598,q3745,"['J95K01J', 'J99CB8W', 'K00SX1E', 'K01XP5E', 'K03L06Z', 'K04D77F']"
599,q3746,[]
600,q3748,"['z2203', 'J99D08N', 'K04D71L', 'K04V78M', 'K06UW1M']"
601,q3749,[]
602,q3750,[]
603,q3751,[]
604,q3752,[]
605,q3753,[]
606,q3754,[]
607,q3755,[]
608,q3756,[]
609,q3757,[]
610,q3758,[]
611,q3759,[]
612,q3760,[]
613,q3761,"['J99JD2A', 'K22L15S']"
614,q3762,[]
615,q3763,[]
616,q3764,[]
617,q3765,[]
618,q3766,[]
619,q3767,[]
620,q3768,[]
621,q3769,[]
622,q3770,[]
623,q3771,[]
624,q3772,[]
625,q3773,[]
626,q3774,[]
627,q3776,[]
628,q3777,[]
629,q3778,[]
630,q3780,[]
631,q3782,[]
632,q3783,[]
633,q3784,[]
634,q3785,[]
635,q3787,[]
636,q3789,"['J99D08E', 'K02PF2T', 'K05P21N']"
637,q3790,[]
638,q3791,[]
639,q3793,[]
640,q3794,[]
641,q3797,[]
642,q3798,[]
643,q3800,[]
644,q3899,[]
645,q3955,[]
646,q3965,[]
647,q3983,[]
648,q4049,[]
649,q4179,[]
650,q4216,[]
651,q4217,[]
652,q4365,[]
653,q4366,"['K00SX1G', 'K04D71L']"
654,q4435,[]
655,q4457,[]
656,q4460,[]
657,q4531,[]
658,q4612,[]
659,q4613,[]
660,q4747,[]
661,q4834,"['J99H11Z', 'K07L38F']"
662,q5257,[]
663,q5258,[]
664,q5460,[]
665,q5461,[]
666,q5462,['K14Se3U']
667,q5595,[]
668,q5596,[]
669,q5729,[]
670,q5815,[]
671,q5816,[]
672,q7328,[]
673,q7443,[]
674,q7603,[]
675,q7604,['K02G32T']
676,q8219,[]
677,q8381,[]
678,q9780,[]
679,q9823,[]
680,q9938,[]
681,q9939,[]
682,q9940,[]
683,r0055,[]
684,r0231,[]
685,r0664,[]
686,r0838,[]
687,r0839,[]
688,r0930,['K04U10S']
689,r0941,[]
690,r0955,[]
691,r1015,[]
692,r1016,[]
693,r1017,[]
694,r1040,[]
695,r1074,[]
696,r1075,[]
697,r1076,['K01QT7S']
698,r1077,[]
699,r1141,[]
700,r1142,[]
701,r1224,[]
702,r1682,[]
703,r1683,[]
704,r1684,[]
705,r1917,[]
706,r1942,[]
707,r2026,[]
708,r2027,[]
709,r2037,[]
710,r2038,[]
711,r2039,[]
712,r2092,"['K00SX1G', 'K02PF3O', 'K02TU1A', 'K03YH9N', 'K15VH0W']"
713,r2093,[]
714,r2094,[]
715,r2095,['J99RL5T']
716,r2184,[]
717,r2660,[]
718,r3028,[]
719,r3085,[]
720,r3205,"['K02PF3O', 'K02TU1A']"
721,r3206,['K01QT7S']
722,r3207,['K20K54L']
723,r3208,[]
724,r3209,[]
725,r3210,[]
726,r3211,[]
727,r3396,[]
728,r3397,[]
729,r3398,[]
730,r3506,[]
731,r3507,[]
732,r3508,[]
733,r3559,[]
734,r3560,[]
735,r3561,[]
736,r3562,[]
737,r3563,[]
738,r3676,[]
739,r3704,[]
740,r3868,[]
741,r4073,[]
742,r4074,"['K02TU1C', 'K04PB2E', 'K05P21N']"
743,r4161,[]
744,r4251,[]
745,r4314,[]
746,r4315,[]
747,r4405,"['K02PF3O', 'K02TU1A']"
748,r4625,['K02PF3D']
749,r4626,[]
750,r4627,[]
751,r4631,[]
752,r5017,[]
753,r5018,[]
754,r5019,[]
755,r5020,[]
756,r5021,"['K00QM6F', 'K01FJ3C', 'K01OA8S', 'K02PF3D']"
757,r5022,[]
758,r5023,[]
759,r5024,[]
760,r5025,[]
761,r5026,[]
762,r5027,[]
763,r5028,[]
764,r5029,[]
765,r5030,[]
766,r5031,[]
767,r5032,[]
768,r5167,[]
769,r5168,[]
770,r5169,[]
771,r5228,[]
772,r5229,[]
773,r5230,[]
774,r5231,[]
775,r5466,[]
776,r5985,[]
777,r5986,[]
778,r5987,[]
779,r5988,[]
780,r5989,"['J99K16T', 'K03UT1X']"
781,r5990,[]
782,r5991,[]
783,r5992,[]
784,r5993,[]
785,r5994,[]
786,r6287,[]
787,r6919,[]
788,r6920,[]
789,r6921,[]
790,r6922,[]
791,r8495,[]
792,r8690,[]
793,r8691,"['K00J81H', 'K03WI8Q']"
794,s0205,[]
795,s1132,[]
796,s2258,[]
797,s2889,[]
798,s3354,[]
799,s3375,[]
800,s3376,[]
801,s3377,[]
802,s3435,[]
803,s3454,[]
804,s3733,[]
805,s3734,[]
806,s3735,[]
807,s4430,[]
808,s4977,[]
809,s5293,[]
810,s5361,[]
811,s6974,[]
812,s7375,[]
813,s7616,[]
